DATAFLOW,MEASURE,VALUE,SECTOR,WORK_TYPE,BUILDING_TYPE,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2019-12,87,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-01,62,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-02,82,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-03,87,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-04,110,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-05,123,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-06,108,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-07,107,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-08,107,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-09,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-10,137,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-11,144,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2020-12,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-01,74,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-02,124,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-03,165,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-04,134,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-05,129,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-06,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-07,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-08,92,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-09,125,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-10,107,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-11,140,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2021-12,95,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-01,72,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-02,104,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-03,122,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-04,82,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-05,139,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-06,129,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-07,139,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-08,152,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-09,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-10,128,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-11,123,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2022-12,83,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-01,81,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-02,108,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-03,166,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-04,121,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-05,136,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-06,117,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-07,114,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-08,131,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-09,136,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-10,113,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-11,98,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2023-12,88,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-01,81,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-02,111,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-03,116,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-04,129,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-05,143,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-06,74,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-07,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-08,106,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-09,105,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-10,142,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-11,132,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2024-12,93,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-01,97,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-02,116,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-03,111,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-04,117,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-05,138,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-06,136,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-07,133,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-08,142,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-09,149,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-10,159,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-11,130,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2025-12,102,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,7,M,2026-01,76,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-01,3425,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-02,4915,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-03,5321,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-04,4404,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-05,4638,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-06,4827,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-07,5234,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-08,4660,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-09,4768,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-10,4684,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-11,4498,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2010-12,3822,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-01,3099,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-02,4133,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-03,4640,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-04,3629,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-05,4347,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-06,4252,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-07,4365,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-08,4430,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-09,4334,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-10,3883,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-11,4186,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2011-12,3001,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-01,2679,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-02,3828,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-03,3877,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-04,3289,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-05,4197,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-06,3844,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-07,4100,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-08,4294,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-09,4041,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-10,4406,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-11,3854,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2012-12,2701,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-01,2775,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-02,3656,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-03,3376,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-04,3446,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-05,4240,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-06,3324,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-07,4036,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-08,4052,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-09,3909,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-10,4344,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-11,4186,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2013-12,3157,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-01,3316,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-02,4115,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-03,4080,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-04,3856,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-05,4615,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-06,4017,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-07,4525,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-08,4265,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-09,4443,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-10,4792,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-11,4023,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2014-12,3666,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-01,3085,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-02,4338,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-03,4525,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-04,4231,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-05,4497,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-06,4217,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-07,4821,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-08,4575,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-09,4943,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-10,4952,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-11,4516,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2015-12,3931,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-01,3074,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-02,4712,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-03,4807,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-04,4547,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-05,5087,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-06,4648,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-07,4720,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-08,5275,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-09,4715,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-10,4686,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-11,4971,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2016-12,3847,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-01,3180,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-02,4836,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-03,5295,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-04,4067,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-05,5502,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-06,4926,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-07,5129,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-08,5672,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-09,5077,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-10,5693,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-11,5493,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2017-12,4086,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-01,3859,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-02,5259,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-03,5481,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-04,5055,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-05,5705,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-06,4819,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-07,4980,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-08,5526,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-09,4877,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-10,5790,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-11,5333,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2018-12,3827,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-01,3715,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-02,4924,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-03,4810,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-04,4231,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-05,5190,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-06,4839,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-07,4542,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-08,4816,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-09,4671,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-10,4998,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-11,4883,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2019-12,4021,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-01,3773,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-02,4939,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-03,5194,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-04,4837,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-05,4943,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-06,5035,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-07,5659,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-08,5040,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-09,5633,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-10,5784,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-11,5553,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2020-12,5113,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-01,4094,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-02,6054,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-03,7488,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-04,6882,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-05,6588,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-06,6739,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-07,6393,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-08,6944,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-09,5726,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-10,5995,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-11,5880,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2021-12,4743,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-01,3269,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-02,5448,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-03,5927,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-04,4648,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-05,5437,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-06,5406,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-07,5438,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-08,6002,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-09,5378,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-10,5615,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-11,5360,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2022-12,4340,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-01,3288,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-02,5045,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-03,5482,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-04,3777,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-05,5128,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-06,4615,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-07,4723,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-08,5569,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-09,4623,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-10,5420,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-11,4936,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2023-12,3937,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-01,3021,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-02,5033,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-03,5064,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-04,4943,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-05,5305,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-06,4724,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-07,5451,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-08,5466,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-09,4690,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-10,5835,NUM,0,,
ABS:BA_GCCSA(1.0.0),3,1,9,TOT,TOT,10,2,M,2024-11,4964,NUM,0,,
